[2025-04-20 13:07:28,479] INFO: {
[2025-04-20 13:42:00,088] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03968991812318563
[2025-04-20 13:42:14,810] INFO: Iter 13900 Summary: 
[2025-04-20 13:42:14,811] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039991824179887774
[2025-04-20 13:42:29,752] INFO: Iter 14000 Summary: 
[2025-04-20 13:42:29,753] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039996896684169767
[2025-04-20 13:42:43,851] INFO: Iter 14100 Summary: 
[2025-04-20 13:42:43,860] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039735189154744145
[2025-04-20 13:42:57,643] INFO: Iter 14200 Summary: 
[2025-04-20 13:42:57,643] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0398830808699131
[2025-04-20 13:43:11,492] INFO: Iter 14300 Summary: 
[2025-04-20 13:43:11,493] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039597151204943656
[2025-04-20 13:43:25,954] INFO: Iter 14400 Summary: 
[2025-04-20 13:43:25,954] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039666975140571596
[2025-04-20 13:43:39,771] INFO: Iter 14500 Summary: 
[2025-04-20 13:43:39,771] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0394892542809248
[2025-04-20 13:43:53,632] INFO: Iter 14600 Summary: 
[2025-04-20 13:43:53,632] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03990290876477957
[2025-04-20 13:44:06,877] INFO: Iter 14700 Summary: 
[2025-04-20 13:44:06,877] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03978481221944094
[2025-04-20 13:44:20,384] INFO: Iter 14800 Summary: 
[2025-04-20 13:44:20,384] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039664962366223334
[2025-04-20 13:44:34,052] INFO: Iter 14900 Summary: 
[2025-04-20 13:44:34,052] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0395359380915761
[2025-04-20 13:44:47,447] INFO: Iter 15000 Summary: 
[2025-04-20 13:44:47,448] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03996334407478571
[2025-04-20 13:45:00,960] INFO: Iter 15100 Summary: 
[2025-04-20 13:45:00,960] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03943586874753237
[2025-04-20 13:45:14,270] INFO: Iter 15200 Summary: 
[2025-04-20 13:45:14,271] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039671228677034376
[2025-04-20 13:45:27,469] INFO: Iter 15300 Summary: 
[2025-04-20 13:45:27,469] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03938545361161232
[2025-04-20 13:45:41,055] INFO: Iter 15400 Summary: 
[2025-04-20 13:45:41,055] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03959950216114521
[2025-04-20 13:45:55,306] INFO: Iter 15500 Summary: 
[2025-04-20 13:45:55,306] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03964242037385702
[2025-04-20 13:46:09,017] INFO: Iter 15600 Summary: 
[2025-04-20 13:46:09,017] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0397570188716054
[2025-04-20 13:46:23,404] INFO: Iter 15700 Summary: 
[2025-04-20 13:46:23,404] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039305609315633774
[2025-04-20 13:46:37,213] INFO: Iter 15800 Summary: 
[2025-04-20 13:46:37,213] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039984985515475274
[2025-04-20 13:46:51,225] INFO: Iter 15900 Summary: 
[2025-04-20 13:46:51,225] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039448338635265826
[2025-04-20 13:47:05,071] INFO: Iter 16000 Summary: 
[2025-04-20 13:47:05,071] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03947704255580902
[2025-04-20 13:47:18,952] INFO: Iter 16100 Summary: 
[2025-04-20 13:47:18,952] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03960181634873152
[2025-04-20 13:47:32,603] INFO: Iter 16200 Summary: 
[2025-04-20 13:47:32,603] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0397355042770505
[2025-04-20 13:47:46,535] INFO: Iter 16300 Summary: 
[2025-04-20 13:47:46,536] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039203908890485764
[2025-04-20 13:48:00,166] INFO: Iter 16400 Summary: 
[2025-04-20 13:48:00,166] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039661057628691196
[2025-04-20 13:48:16,374] INFO: Iter 16500 Summary: 
[2025-04-20 13:48:16,374] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039544208869338036
[2025-04-20 13:48:30,415] INFO: Iter 16600 Summary: 
[2025-04-20 13:48:30,416] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03939915895462036
[2025-04-20 13:48:44,375] INFO: Iter 16700 Summary: 
[2025-04-20 13:48:44,375] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039696316421031955
[2025-04-20 13:48:58,326] INFO: Iter 16800 Summary: 
[2025-04-20 13:48:58,326] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039410317577421666
[2025-04-20 13:49:12,126] INFO: Iter 16900 Summary: 
[2025-04-20 13:49:12,127] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03936662968248129
[2025-04-20 13:49:26,132] INFO: Iter 17000 Summary: 
[2025-04-20 13:49:26,132] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03929928503930569
[2025-04-20 13:49:39,991] INFO: Iter 17100 Summary: 
[2025-04-20 13:49:39,991] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039766162037849426
[2025-04-20 13:49:53,850] INFO: Iter 17200 Summary: 
[2025-04-20 13:49:53,850] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039642882011830805
[2025-04-20 13:50:07,334] INFO: Iter 17300 Summary: 
[2025-04-20 13:50:07,335] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0397670541703701
[2025-04-20 13:50:21,038] INFO: Iter 17400 Summary: 
[2025-04-20 13:50:21,038] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03959284923970699
[2025-04-20 13:50:34,718] INFO: Iter 17500 Summary: 
[2025-04-20 13:50:34,719] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03956835895776749
[2025-04-20 13:50:48,176] INFO: Iter 17600 Summary: 
[2025-04-20 13:50:48,177] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03925289854407311
[2025-04-20 13:51:02,031] INFO: Iter 17700 Summary: 
[2025-04-20 13:51:02,031] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03937718097120523
[2025-04-20 13:51:15,646] INFO: Iter 17800 Summary: 
[2025-04-20 13:51:15,647] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03982795249670744
[2025-04-20 13:51:29,097] INFO: Iter 17900 Summary: 
[2025-04-20 13:51:29,098] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03930566288530826
[2025-04-20 13:51:43,777] INFO: Iter 18000 Summary: 
[2025-04-20 13:51:43,778] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03934689439833164
[2025-04-20 13:51:58,613] INFO: Iter 18100 Summary: 
[2025-04-20 13:51:58,613] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03907265100628138
[2025-04-20 13:52:13,147] INFO: Iter 18200 Summary: 
[2025-04-20 13:52:13,148] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03897643871605396
[2025-04-20 13:52:28,136] INFO: Iter 18300 Summary: 
[2025-04-20 13:52:28,137] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03949006512761116
[2025-04-20 13:52:42,808] INFO: Iter 18400 Summary: 
[2025-04-20 13:52:42,808] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03927240200340748
[2025-04-20 13:52:57,852] INFO: Iter 18500 Summary: 
[2025-04-20 13:52:57,853] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039189782328903675
[2025-04-20 13:53:12,510] INFO: Iter 18600 Summary: 
[2025-04-20 13:53:12,510] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03917459942400456
[2025-04-20 13:53:26,728] INFO: Iter 18700 Summary: 
[2025-04-20 13:53:26,728] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03899527620524168
[2025-04-20 13:53:41,129] INFO: Iter 18800 Summary: 
[2025-04-20 13:53:41,130] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03974893849343061
[2025-04-20 13:53:55,633] INFO: Iter 18900 Summary: 
[2025-04-20 13:53:55,633] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039306255131959913
[2025-04-20 13:54:10,503] INFO: Iter 19000 Summary: 
[2025-04-20 13:54:10,504] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039520218446850774
[2025-04-20 13:54:24,747] INFO: Iter 19100 Summary: 
[2025-04-20 13:54:24,747] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03900131981819868
[2025-04-20 13:54:38,590] INFO: Iter 19200 Summary: 
[2025-04-20 13:54:38,591] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03894759692251682
[2025-04-20 13:54:52,749] INFO: Iter 19300 Summary: 
[2025-04-20 13:54:52,749] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039246988743543626
[2025-04-20 13:55:06,800] INFO: Iter 19400 Summary: 
[2025-04-20 13:55:06,801] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039147208333015444
[2025-04-20 13:55:21,094] INFO: Iter 19500 Summary: 
[2025-04-20 13:55:21,094] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0390387899056077
[2025-04-20 13:55:35,513] INFO: Iter 19600 Summary: 
[2025-04-20 13:55:35,513] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0390614422224462
[2025-04-20 13:55:49,395] INFO: Iter 19700 Summary: 
[2025-04-20 13:55:49,396] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03876821383833885
[2025-04-20 13:56:03,612] INFO: Iter 19800 Summary: 
[2025-04-20 13:56:03,612] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03923854403197766
[2025-04-20 13:56:17,457] INFO: Iter 19900 Summary: 
[2025-04-20 13:56:17,458] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0388911509886384
[2025-04-20 13:56:31,707] INFO: Iter 20000 Summary: 
[2025-04-20 13:56:31,708] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03971722815185785
[2025-04-20 13:56:45,750] INFO: Iter 20100 Summary: 
[2025-04-20 13:56:45,750] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03905234821140766
[2025-04-20 13:56:59,767] INFO: Iter 20200 Summary: 
[2025-04-20 13:56:59,767] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03912838365882635
[2025-04-20 13:57:14,029] INFO: Iter 20300 Summary: 
[2025-04-20 13:57:14,030] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03892806973308325
[2025-04-20 13:57:28,045] INFO: Iter 20400 Summary: 
[2025-04-20 13:57:28,045] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038617359399795534
[2025-04-20 13:57:42,193] INFO: Iter 20500 Summary: 
[2025-04-20 13:57:42,193] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03918124310672283
[2025-04-20 13:57:56,827] INFO: Iter 20600 Summary: 
[2025-04-20 13:57:56,828] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03869409203529358
[2025-04-20 13:58:11,267] INFO: Iter 20700 Summary: 
[2025-04-20 13:58:11,267] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039219481609761714
[2025-04-20 13:58:25,268] INFO: Iter 20800 Summary: 
[2025-04-20 13:58:25,268] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03882601927965879
[2025-04-20 13:58:39,849] INFO: Iter 20900 Summary: 
[2025-04-20 13:58:39,850] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03912181511521339
[2025-04-20 13:58:54,450] INFO: Iter 21000 Summary: 
[2025-04-20 13:58:54,450] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03890510905534029
[2025-04-20 13:59:08,997] INFO: Iter 21100 Summary: 
[2025-04-20 13:59:08,998] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039248090721666816
[2025-04-20 13:59:23,216] INFO: Iter 21200 Summary: 
[2025-04-20 13:59:23,217] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03906434971839189
[2025-04-20 13:59:37,740] INFO: Iter 21300 Summary: 
[2025-04-20 13:59:37,740] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03889823742210865
[2025-04-20 13:59:52,414] INFO: Iter 21400 Summary: 
[2025-04-20 13:59:52,414] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03899228498339653
[2025-04-20 14:00:06,872] INFO: Iter 21500 Summary: 
[2025-04-20 14:00:06,872] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03895891673862934
[2025-04-20 14:00:21,099] INFO: Iter 21600 Summary: 
[2025-04-20 14:00:21,100] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03865977298468351
[2025-04-20 14:00:35,515] INFO: Iter 21700 Summary: 
[2025-04-20 14:00:35,515] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03901823207736015
[2025-04-20 14:00:49,561] INFO: Iter 21800 Summary: 
[2025-04-20 14:00:49,562] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03932389471679926
[2025-04-20 14:01:03,872] INFO: Iter 21900 Summary: 
[2025-04-20 14:01:03,872] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039329087622463704
[2025-04-20 14:01:17,848] INFO: Iter 22000 Summary: 
[2025-04-20 14:01:17,848] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03886818386614323
[2025-04-20 14:01:32,133] INFO: Iter 22100 Summary: 
[2025-04-20 14:01:32,133] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03912333428859711
[2025-04-20 14:01:46,239] INFO: Iter 22200 Summary: 
[2025-04-20 14:01:46,240] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03930823985487222
[2025-04-20 14:02:00,614] INFO: Iter 22300 Summary: 
[2025-04-20 14:02:00,614] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038786223977804186
[2025-04-20 14:02:14,968] INFO: Iter 22400 Summary: 
[2025-04-20 14:02:14,969] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038661359176039696
[2025-04-20 14:02:28,684] INFO: Iter 22500 Summary: 
[2025-04-20 14:02:28,684] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03915023189038038
[2025-04-20 14:02:42,953] INFO: Iter 22600 Summary: 
[2025-04-20 14:02:42,953] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038959082998335365
[2025-04-20 14:02:56,791] INFO: Iter 22700 Summary: 
[2025-04-20 14:02:56,791] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039210543259978296
[2025-04-20 14:03:10,552] INFO: Iter 22800 Summary: 
[2025-04-20 14:03:10,552] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03888744976371527
[2025-04-20 14:03:24,436] INFO: Iter 22900 Summary: 
[2025-04-20 14:03:24,436] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03866709604859352
[2025-04-20 14:03:38,498] INFO: Iter 23000 Summary: 
[2025-04-20 14:03:38,498] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039035122692584995
[2025-04-20 14:03:52,195] INFO: Iter 23100 Summary: 
[2025-04-20 14:03:52,195] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038943795412778856
[2025-04-20 14:04:06,239] INFO: Iter 23200 Summary: 
[2025-04-20 14:04:06,239] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038968578316271305
[2025-04-20 14:04:20,204] INFO: Iter 23300 Summary: 
[2025-04-20 14:04:20,204] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03883153673261404
[2025-04-20 14:04:33,624] INFO: Iter 23400 Summary: 
[2025-04-20 14:04:33,624] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039084156043827534
[2025-04-20 14:04:47,243] INFO: Iter 23500 Summary: 
[2025-04-20 14:04:47,243] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03887426983565092
[2025-04-20 14:05:00,920] INFO: Iter 23600 Summary: 
[2025-04-20 14:05:00,920] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03867468565702439
[2025-04-20 14:05:15,043] INFO: Iter 23700 Summary: 
[2025-04-20 14:05:15,044] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03888163398951292
[2025-04-20 14:05:28,569] INFO: Iter 23800 Summary: 
[2025-04-20 14:05:28,569] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03887093890458346
[2025-04-20 14:05:42,125] INFO: Iter 23900 Summary: 
[2025-04-20 14:05:42,125] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03905169285833836
[2025-04-20 14:05:56,302] INFO: Iter 24000 Summary: 
[2025-04-20 14:05:56,302] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03904312871396542
[2025-04-20 14:06:10,614] INFO: Iter 24100 Summary: 
[2025-04-20 14:06:10,614] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03914919070899486
[2025-04-20 14:06:25,994] INFO: Iter 24200 Summary: 
[2025-04-20 14:06:25,995] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03898539882153273
[2025-04-20 14:06:40,042] INFO: Iter 24300 Summary: 
[2025-04-20 14:06:40,042] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03848981712013483
[2025-04-20 14:06:53,882] INFO: Iter 24400 Summary: 
[2025-04-20 14:06:53,882] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03912007998675108
[2025-04-20 14:07:07,962] INFO: Iter 24500 Summary: 
[2025-04-20 14:07:07,963] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03895510260015726
[2025-04-20 14:07:22,263] INFO: Iter 24600 Summary: 
[2025-04-20 14:07:22,264] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03870059188455343
[2025-04-20 14:07:35,329] INFO: Iter 24700 Summary: 
[2025-04-20 14:07:35,330] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03891088631004095
[2025-04-20 14:07:49,156] INFO: Iter 24800 Summary: 
[2025-04-20 14:07:49,157] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038897599838674066
[2025-04-20 14:08:02,511] INFO: Iter 24900 Summary: 
[2025-04-20 14:08:02,511] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038836715817451475
[2025-04-20 14:08:16,082] INFO: Iter 25000 Summary: 
[2025-04-20 14:08:16,083] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03881786528974771
[2025-04-20 14:08:29,533] INFO: Iter 25100 Summary: 
[2025-04-20 14:08:29,534] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03864511936903
[2025-04-20 14:08:43,726] INFO: Iter 25200 Summary: 
[2025-04-20 14:08:43,727] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03905373066663742
[2025-04-20 14:08:57,617] INFO: Iter 25300 Summary: 
[2025-04-20 14:08:57,617] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03868279859423637
[2025-04-20 14:09:11,509] INFO: Iter 25400 Summary: 
[2025-04-20 14:09:11,509] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03875138215720653
[2025-04-20 14:09:25,452] INFO: Iter 25500 Summary: 
[2025-04-20 14:09:25,453] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039034360349178315
[2025-04-20 14:09:39,580] INFO: Iter 25600 Summary: 
[2025-04-20 14:09:39,580] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0386995068565011
[2025-04-20 14:09:53,965] INFO: Iter 25700 Summary: 
[2025-04-20 14:09:53,966] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03898121997714043
[2025-04-20 14:10:08,802] INFO: Iter 25800 Summary: 
[2025-04-20 14:10:08,803] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038876852579414846
[2025-04-20 14:10:23,000] INFO: Iter 25900 Summary: 
[2025-04-20 14:10:23,000] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0385868825763464
[2025-04-20 14:10:36,854] INFO: Iter 26000 Summary: 
[2025-04-20 14:10:36,854] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038842691145837306
[2025-04-20 14:10:51,053] INFO: Iter 26100 Summary: 
[2025-04-20 14:10:51,053] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03841560762375593
[2025-04-20 14:11:05,185] INFO: Iter 26200 Summary: 
[2025-04-20 14:11:05,185] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03891216557472944
[2025-04-20 14:11:19,402] INFO: Iter 26300 Summary: 
[2025-04-20 14:11:19,402] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03876498840749264
[2025-04-20 14:11:33,899] INFO: Iter 26400 Summary: 
[2025-04-20 14:11:33,900] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038622397407889364
[2025-04-20 14:11:48,342] INFO: Iter 26500 Summary: 
[2025-04-20 14:11:48,343] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03874945349991322
[2025-04-20 14:12:03,333] INFO: Iter 26600 Summary: 
[2025-04-20 14:12:03,333] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0385499532148242
[2025-04-20 14:12:17,728] INFO: Iter 26700 Summary: 
[2025-04-20 14:12:17,729] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0390552457422018
[2025-04-20 14:12:32,539] INFO: Iter 26800 Summary: 
[2025-04-20 14:12:32,540] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03859579704701901
[2025-04-20 14:12:46,674] INFO: Iter 26900 Summary: 
[2025-04-20 14:12:46,674] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038951665610074994
[2025-04-20 14:13:00,638] INFO: Iter 27000 Summary: 
[2025-04-20 14:13:00,639] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.039068167321383955
[2025-04-20 14:13:14,787] INFO: Iter 27100 Summary: 
[2025-04-20 14:13:14,787] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03873795796185732
[2025-04-20 14:13:29,036] INFO: Iter 27200 Summary: 
[2025-04-20 14:13:29,037] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03858506113290787
[2025-04-20 14:13:42,631] INFO: Iter 27300 Summary: 
[2025-04-20 14:13:42,631] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038697204068303105
[2025-04-20 14:13:56,930] INFO: Iter 27400 Summary: 
[2025-04-20 14:13:56,930] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03843449510633946
[2025-04-20 14:14:10,714] INFO: Iter 27500 Summary: 
[2025-04-20 14:14:10,715] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03878218904137611
[2025-04-20 14:14:24,683] INFO: Iter 27600 Summary: 
[2025-04-20 14:14:24,683] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03860888320952654
[2025-04-20 14:14:38,242] INFO: Iter 27700 Summary: 
[2025-04-20 14:14:38,242] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03860858809202909
[2025-04-20 14:14:52,362] INFO: Iter 27800 Summary: 
[2025-04-20 14:14:52,363] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038824541680514815
[2025-04-20 14:15:06,631] INFO: Iter 27900 Summary: 
[2025-04-20 14:15:06,631] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03883459512144327
[2025-04-20 14:15:20,477] INFO: Iter 28000 Summary: 
[2025-04-20 14:15:20,478] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03871001083403826
[2025-04-20 14:15:34,262] INFO: Iter 28100 Summary: 
[2025-04-20 14:15:34,262] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03885562267154455
[2025-04-20 14:15:48,981] INFO: Iter 28200 Summary: 
[2025-04-20 14:15:48,981] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03890520308166742
[2025-04-20 14:16:03,225] INFO: Iter 28300 Summary: 
[2025-04-20 14:16:03,225] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03879581149667501
[2025-04-20 14:16:17,535] INFO: Iter 28400 Summary: 
[2025-04-20 14:16:17,535] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.0388515217974782
[2025-04-20 14:16:31,907] INFO: Iter 28500 Summary: 
[2025-04-20 14:16:31,907] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.038753931820392606
[2025-04-20 14:16:46,237] INFO: Iter 28600 Summary: 
[2025-04-20 14:16:46,238] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03865835398435593
[2025-04-20 14:17:00,169] INFO: Iter 28700 Summary: 
[2025-04-20 14:17:00,170] INFO: 	 lr: 0.0005000000000000003 	 Training loss: 0.03882711846381426
